reading_id,sensor_id,city,zone_type,lat,lon,pm25,pm10,no2,co,o3,so2,reading_timestamp
20cc37f8-684e-4410-b833-876509927969,KHI_IND_001,Karachi,industrial,24.8607,67.0011,120.1781,210.6503,118.8044,6.6039,49.0908,94.452,2026-07-31 00:18:37
fceefb01-572d-4e16-b324-625810fb46d7,KHI_TRF_002,Karachi,traffic,24.8722,67.0306,84.9614,131.0428,132.4317,7.7901,58.228,40.4111,2026-07-30 23:08:20
606501e1-27cf-41b4-bbcc-5ef71cf1dfab,LHR_IND_001,Lahore,industrial,31.5204,74.3587,57.738,254.9287,114.3939,4.0284,31.1896,55.6631,2026-07-31 07:41:02
87125980-3347-4bf2-be2c-16565adcca43,LHR_TRF_002,Lahore,traffic,31.5497,74.3436,90.4789,178.5654,89.7182,7.5434,24.077,42.7862,2026-07-31 02:48:35
aabb6ace-1eb8-4cf3-9ca1-c17c1ff128a5,ISB_RES_001,Islamabad,residential,33.6844,73.0479,65.2717,80.0698,19.2814,1.5366,40.9303,19.5094,2026-07-31 01:57:40
be642821-3e34-4888-890d-d899a4b94a91,ISB_PRK_002,Islamabad,park,33.7294,73.0931,10.672,24.4205,24.8428,0.2826,35.877,9.3147,2026-07-31 11:35:25
388257c1-8308-49b8-9d3a-b9d236dac6e5,PSH_IND_001,Peshawar,industrial,34.0151,71.5249,113.4922,114.615,44.3814,4.3965,51.2661,78.2243,2026-07-31 02:56:30
e936b19d-2178-4dab-89e3-54fa80aa9ab6,PSH_TRF_002,Peshawar,traffic,34.008,71.578,72.8747,102.6473,58.7191,8.849,28.7158,42.6675,2026-07-31 09:44:26
564952eb-0ac2-4d6e-bdfe-aacfaa9263ed,MLT_RES_001,Multan,residential,30.1575,71.5249,34.6086,115.9078,24.63,1.8902,44.4242,23.254,2026-07-31 08:06:02
fa99a337-57d5-484b-9e80-de9a977e643e,MLT_IND_002,Multan,industrial,30.196,71.4753,135.9678,99.4614,46.2738,3.7091,24.6467,32.0886,2026-07-31 03:49:47
ca5aef07-1d08-48b5-9b7f-a8a6754183a0,KHI_IND_001,Karachi,industrial,24.8607,67.0011,105.2707,78.7647,79.8161,2.2412,50.4669,58.7304,2026-07-31 04:56:23
4e1821d9-4d46-4584-9da1-422f51b150d7,KHI_TRF_002,Karachi,traffic,24.8722,67.0306,74.8844,120.5927,133.6707,2.9603,19.4024,21.5476,2026-07-31 12:28:40
8e76a28b-5b55-4f9b-a46d-a1fbd881b6e6,LHR_IND_001,Lahore,industrial,31.5204,74.3587,173.4193,264.8432,41.434,3.7504,65.4028,98.0842,2026-07-31 01:26:14
e19c7a7d-1fcd-438d-9545-774e02b32d12,LHR_TRF_002,Lahore,traffic,31.5497,74.3436,65.9248,81.1559,87.5347,9.8545,54.7589,32.7626,2026-07-31 06:31:26
31a8e572-294f-4ef2-8492-15ac4fbfd8f3,ISB_RES_001,Islamabad,residential,33.6844,73.0479,63.0019,41.4585,25.1693,1.1934,42.8563,10.1746,2026-07-31 00:21:25
3efa300c-5439-4628-8e5d-e7d481a5bed4,ISB_PRK_002,Islamabad,park,33.7294,73.0931,15.182,48.997,17.3754,0.2335,27.4473,3.5751,2026-07-30 21:53:44
822326d2-7b78-46ea-b7fe-4f135ef80000,PSH_IND_001,Peshawar,industrial,34.0151,71.5249,131.1448,268.6725,99.2705,2.3607,43.1362,60.6765,2026-07-31 02:13:22
f35f19c0-6253-40a7-8db2-357c775c57a8,PSH_TRF_002,Peshawar,traffic,34.008,71.578,69.0208,64.25,107.2492,3.1584,63.9684,46.641,2026-07-30 19:57:01
67a11709-dcdd-4134-87f6-1c791aed2417,MLT_RES_001,Multan,residential,30.1575,71.5249,68.1444,38.3712,45.3966,1.7299,49.6523,14.6429,2026-07-31 07:40:05
57c3b1a0-2a12-4b03-be23-001348e73b49,MLT_IND_002,Multan,industrial,30.196,71.4753,166.9111,125.8652,108.8364,2.0564,56.6167,81.731,2026-07-31 03:14:20
5f865b76-982c-4dfa-a7b0-1b03f6a5cee1,KHI_IND_001,Karachi,industrial,24.8607,67.0011,192.2355,141.684,48.6528,1.8817,23.75,75.0358,2026-07-31 15:25:56
19603b4c-93df-46a4-a33e-f6e1821514cd,KHI_TRF_002,Karachi,traffic,24.8722,67.0306,95.4983,181.9936,77.7388,4.3094,32.4448,25.2703,2026-07-31 11:15:12
57533a9b-2f34-4419-ab82-3984194034f3,LHR_IND_001,Lahore,industrial,31.5204,74.3587,177.3181,258.7387,109.9282,7.6817,66.9438,81.8938,2026-07-31 16:26:42
aeb0fb9d-3978-47e7-9db1-995e7d2b06bf,LHR_TRF_002,Lahore,traffic,31.5497,74.3436,103.6692,123.3141,115.6428,2.8443,36.6758,25.7673,2026-07-31 06:01:10
eb3079fb-182d-4ef8-8fd3-2536020eb2e4,ISB_RES_001,Islamabad,residential,33.6844,73.0479,40.5163,60.4057,61.1065,1.3499,44.9069,24.7375,2026-07-31 11:01:31
08c9ed95-a4b0-4faf-a3be-cc8365e0e8e5,ISB_PRK_002,Islamabad,park,33.7294,73.0931,19.5672,25.0513,26.6113,1.0362,58.3424,14.1198,2026-07-31 03:41:42
b0712bfe-829f-4396-aa76-77cc0fdf8e3e,PSH_IND_001,Peshawar,industrial,34.0151,71.5249,182.9881,243.3646,115.8718,5.1565,55.1118,67.1805,2026-07-30 19:52:19
731dc15c-606b-4e34-922a-63fbc06e13c1,PSH_TRF_002,Peshawar,traffic,34.008,71.578,97.8406,185.7851,106.7095,2.724,19.2959,25.9809,2026-07-31 07:42:05
789cdc97-be51-476d-a6ea-3aa0f172e2d7,MLT_RES_001,Multan,residential,30.1575,71.5249,40.4842,99.9611,31.1571,0.9112,44.934,15.6632,2026-07-31 02:46:32
9c173428-3d92-48a7-9c32-4c91ae7a4a7d,MLT_IND_002,Multan,industrial,30.196,71.4753,192.3472,185.5673,124.0255,7.8956,70.3034,32.1404,2026-07-31 05:36:48
aa457a2e-fd61-4bf5-b519-33bed74e51a0,KHI_IND_001,Karachi,industrial,24.8607,67.0011,55.2401,245.2171,73.639,3.5533,62.1535,100.0339,2026-07-31 02:25:08
a8d06b3b-30bc-4721-83d4-b4c31e5940c6,KHI_TRF_002,Karachi,traffic,24.8722,67.0306,136.6936,193.2551,119.3837,9.4195,25.6052,42.7557,2026-07-31 12:04:17
c34f1901-2989-4043-b347-1823251df943,LHR_IND_001,Lahore,industrial,31.5204,74.3587,146.4673,84.5622,82.7388,2.6946,24.312,95.1555,2026-07-30 21:01:47
89481fd5-fe9e-4e75-a960-dfb512c25aad,LHR_TRF_002,Lahore,traffic,31.5497,74.3436,131.7209,77.1093,125.0924,8.5472,45.9239,21.6673,2026-07-31 02:07:49
7ea9af93-0f8b-41e7-afc2-48aeb7be5a09,ISB_RES_001,Islamabad,residential,33.6844,73.0479,57.8061,87.4964,49.7711,0.9046,16.4138,16.8163,2026-07-30 19:21:37
ff86d6f4-d251-4185-8a81-5c17aaf289e9,ISB_PRK_002,Islamabad,park,33.7294,73.0931,27.6641,56.5844,20.4883,1.1022,27.2421,7.9599,2026-07-31 03:36:41
b3f334ae-9f55-4873-9b76-60a9bc5cd6b7,PSH_IND_001,Peshawar,industrial,34.0151,71.5249,70.6758,140.8179,88.7641,4.0027,29.6313,44.3229,2026-07-31 16:01:26
a9608d48-4ee5-46fc-9560-44a02a774d63,PSH_TRF_002,Peshawar,traffic,34.008,71.578,97.2507,142.5806,118.4912,7.443,53.1172,27.2654,2026-07-31 08:50:37
d40d0f20-3e72-4e3d-9739-0786acc4e945,MLT_RES_001,Multan,residential,30.1575,71.5249,54.4022,112.964,37.3426,2.5535,44.9428,26.5272,2026-07-31 10:13:46
