reading_id,sensor_id,city,zone_type,lat,lon,pm25,pm10,no2,co,o3,so2,reading_timestamp
0a9ef7c3-d050-46ed-b5db-6523c55e6ab4,KHI_IND_001,Karachi,industrial,24.8607,67.0011,120.1781,210.6503,118.8044,6.6039,49.0908,94.452,2026-08-02 12:50:53
39ba9ff6-f43c-40b6-922e-06bb0daee2af,KHI_TRF_002,Karachi,traffic,24.8722,67.0306,84.9614,131.0428,132.4317,7.7901,58.228,40.4111,2026-08-02 11:40:36
ab177cfa-3b9e-4d59-bed5-1dd99f4cdf42,LHR_IND_001,Lahore,industrial,31.5204,74.3587,57.738,254.9287,114.3939,4.0284,31.1896,55.6631,2026-08-02 20:13:18
c3d8fe09-6968-4968-a0fe-5ded94dd691b,LHR_TRF_002,Lahore,traffic,31.5497,74.3436,90.4789,178.5654,89.7182,7.5434,24.077,42.7862,2026-08-02 15:20:51
a80273ff-4230-4a33-9407-325e72c5c736,ISB_RES_001,Islamabad,residential,33.6844,73.0479,65.2717,80.0698,19.2814,1.5366,40.9303,19.5094,2026-08-02 14:29:56
8f15b41b-6f0b-4ba9-ba45-97b0f37766bb,ISB_PRK_002,Islamabad,park,33.7294,73.0931,10.672,24.4205,24.8428,0.2826,35.877,9.3147,2026-08-03 00:07:41
83d34a1d-60fa-4a70-ba9b-e80a6663d284,PSH_IND_001,Peshawar,industrial,34.0151,71.5249,113.4922,114.615,44.3814,4.3965,51.2661,78.2243,2026-08-02 15:28:46
7f1c5daa-6788-4831-a019-cb0a6508d2b2,PSH_TRF_002,Peshawar,traffic,34.008,71.578,72.8747,102.6473,58.7191,8.849,28.7158,42.6675,2026-08-02 22:16:42
15eaed62-46a3-4c38-86aa-a12ba7aec6c8,MLT_RES_001,Multan,residential,30.1575,71.5249,34.6086,115.9078,24.63,1.8902,44.4242,23.254,2026-08-02 20:38:18
ca7cd5d8-c585-4bb6-9b6c-e519b91309a9,MLT_IND_002,Multan,industrial,30.196,71.4753,135.9678,99.4614,46.2738,3.7091,24.6467,32.0886,2026-08-02 16:22:03
e504f181-5d48-4f93-979f-190cf01595d5,KHI_IND_001,Karachi,industrial,24.8607,67.0011,105.2707,78.7647,79.8161,2.2412,50.4669,58.7304,2026-08-02 17:28:39
59dd4f44-aa20-45ef-bf07-45554d5a71bd,KHI_TRF_002,Karachi,traffic,24.8722,67.0306,74.8844,120.5927,133.6707,2.9603,19.4024,21.5476,2026-08-03 01:00:56
91ceec69-7932-48a2-be70-8aa2383fe069,LHR_IND_001,Lahore,industrial,31.5204,74.3587,173.4193,264.8432,41.434,3.7504,65.4028,98.0842,2026-08-02 13:58:30
1094247b-4db8-4569-b442-de633026ba24,LHR_TRF_002,Lahore,traffic,31.5497,74.3436,65.9248,81.1559,87.5347,9.8545,54.7589,32.7626,2026-08-02 19:03:42
a0d7422f-eb0d-48cc-a969-6417b85026a1,ISB_RES_001,Islamabad,residential,33.6844,73.0479,63.0019,41.4585,25.1693,1.1934,42.8563,10.1746,2026-08-02 12:53:41
6c45a7cf-30aa-42d3-aa85-1d8fb51f8fb5,ISB_PRK_002,Islamabad,park,33.7294,73.0931,15.182,48.997,17.3754,0.2335,27.4473,3.5751,2026-08-02 10:26:00
1a3339ec-34b7-4ee5-956c-8bef74e0eae8,PSH_IND_001,Peshawar,industrial,34.0151,71.5249,131.1448,268.6725,99.2705,2.3607,43.1362,60.6765,2026-08-02 14:45:38
22415573-a9a9-4cb8-9c1c-05d9beddf07c,PSH_TRF_002,Peshawar,traffic,34.008,71.578,69.0208,64.25,107.2492,3.1584,63.9684,46.641,2026-08-02 08:29:17
09ee7b3e-d3d9-41be-aa01-0d4b50a5fa6d,MLT_RES_001,Multan,residential,30.1575,71.5249,68.1444,38.3712,45.3966,1.7299,49.6523,14.6429,2026-08-02 20:12:21
5261e961-5ae9-401f-8645-3877cc7f38d0,MLT_IND_002,Multan,industrial,30.196,71.4753,166.9111,125.8652,108.8364,2.0564,56.6167,81.731,2026-08-02 15:46:36
50f9ce48-29a5-419e-bf69-ac14cd791ca3,KHI_IND_001,Karachi,industrial,24.8607,67.0011,192.2355,141.684,48.6528,1.8817,23.75,75.0358,2026-08-03 03:58:12
f33d011d-0f65-4a55-abaf-5c68fbe22a80,KHI_TRF_002,Karachi,traffic,24.8722,67.0306,95.4983,181.9936,77.7388,4.3094,32.4448,25.2703,2026-08-02 23:47:28
f0a4eb19-0048-4a8d-a1ca-5b0dbdeeafb0,LHR_IND_001,Lahore,industrial,31.5204,74.3587,177.3181,258.7387,109.9282,7.6817,66.9438,81.8938,2026-08-03 04:58:58
5364e252-6bb1-4852-b400-2d5f26768b9c,LHR_TRF_002,Lahore,traffic,31.5497,74.3436,103.6692,123.3141,115.6428,2.8443,36.6758,25.7673,2026-08-02 18:33:26
661ecfb0-6d17-46ce-a9a7-923821d825ae,ISB_RES_001,Islamabad,residential,33.6844,73.0479,40.5163,60.4057,61.1065,1.3499,44.9069,24.7375,2026-08-02 23:33:47
196ed71f-ad8d-4ef5-86ba-122afa964084,ISB_PRK_002,Islamabad,park,33.7294,73.0931,19.5672,25.0513,26.6113,1.0362,58.3424,14.1198,2026-08-02 16:13:58
e3889b3e-e048-4510-9932-399179f2f586,PSH_IND_001,Peshawar,industrial,34.0151,71.5249,182.9881,243.3646,115.8718,5.1565,55.1118,67.1805,2026-08-02 08:24:35
aaf4a9ff-55cc-4642-b8c6-c146c51d5ca3,PSH_TRF_002,Peshawar,traffic,34.008,71.578,97.8406,185.7851,106.7095,2.724,19.2959,25.9809,2026-08-02 20:14:21
8e4e9c85-3cd0-4f10-80e8-23cfa347cf2f,MLT_RES_001,Multan,residential,30.1575,71.5249,40.4842,99.9611,31.1571,0.9112,44.934,15.6632,2026-08-02 15:18:48
4fc51c84-78bb-44b0-be42-48001582ecfe,MLT_IND_002,Multan,industrial,30.196,71.4753,192.3472,185.5673,124.0255,7.8956,70.3034,32.1404,2026-08-02 18:09:04
42cd9d02-7e61-499d-a4d5-6e527509f203,KHI_IND_001,Karachi,industrial,24.8607,67.0011,55.2401,245.2171,73.639,3.5533,62.1535,100.0339,2026-08-02 14:57:24
3d41ef0a-af3a-4707-a7f0-1f18b60aca38,KHI_TRF_002,Karachi,traffic,24.8722,67.0306,136.6936,193.2551,119.3837,9.4195,25.6052,42.7557,2026-08-03 00:36:33
b9e0a941-ae0d-4cab-b22b-beb4c6837484,LHR_IND_001,Lahore,industrial,31.5204,74.3587,146.4673,84.5622,82.7388,2.6946,24.312,95.1555,2026-08-02 09:34:03
b7dc6abd-976c-4024-b14d-3c1283b70be9,LHR_TRF_002,Lahore,traffic,31.5497,74.3436,131.7209,77.1093,125.0924,8.5472,45.9239,21.6673,2026-08-02 14:40:05
a2374087-52e0-4d42-92e3-2ac75a080085,ISB_RES_001,Islamabad,residential,33.6844,73.0479,57.8061,87.4964,49.7711,0.9046,16.4138,16.8163,2026-08-02 07:53:53
575896ce-614a-4ae8-ae59-1af5755dd963,ISB_PRK_002,Islamabad,park,33.7294,73.0931,27.6641,56.5844,20.4883,1.1022,27.2421,7.9599,2026-08-02 16:08:57
aff11c45-42d8-4669-a6a2-0f360e8958a5,PSH_IND_001,Peshawar,industrial,34.0151,71.5249,70.6758,140.8179,88.7641,4.0027,29.6313,44.3229,2026-08-03 04:33:42
db3e8eb0-3c9f-416a-8604-820dbf0c96cc,PSH_TRF_002,Peshawar,traffic,34.008,71.578,97.2507,142.5806,118.4912,7.443,53.1172,27.2654,2026-08-02 21:22:53
a9873787-4f66-44b7-94ff-d93764f77094,MLT_RES_001,Multan,residential,30.1575,71.5249,54.4022,112.964,37.3426,2.5535,44.9428,26.5272,2026-08-02 22:46:02
a693efcc-cced-4efd-98a4-06b526d49eb4,MLT_IND_002,Multan,industrial,30.196,71.4753,98.5743,135.4074,37.0761,7.5495,28.1657,25.1902,2026-08-03 00:41:18
70ba251a-a699-4de6-8973-1f0c1de67528,KHI_IND_001,Karachi,industrial,24.8607,67.0011,203.6537,151.8627,94.9989,5.6414,33.1043,31.9608,2026-08-02 08:25:14
41d9c696-d098-491d-8219-368392e95acd,KHI_TRF_002,Karachi,traffic,24.8722,67.0306,141.5865,189.3228,68.663,5.5146,49.6224,28.2526,2026-08-02 11:21:06
7fc1ddc6-dacb-40ab-a1ef-2b29d4cac906,LHR_IND_001,Lahore,industrial,31.5204,74.3587,190.2737,135.4102,83.762,4.5213,33.1898,70.3708,2026-08-03 03:04:50
e2279e87-7646-43a7-b6f8-a7ab91d38583,LHR_TRF_002,Lahore,traffic,31.5497,74.3436,125.1795,115.2597,85.4598,5.9474,53.1084,44.6346,2026-08-02 15:20:17
ea3458ac-8a85-4585-bad7-44169c082991,ISB_RES_001,Islamabad,residential,33.6844,73.0479,38.6385,66.9707,41.7267,1.3969,10.6341,16.3575,2026-08-02 11:00:59
eacb50f7-f5da-4465-840e-44326a178249,ISB_PRK_002,Islamabad,park,33.7294,73.0931,10.3533,47.0792,31.519,0.8104,57.3141,14.3084,2026-08-02 17:03:34
faae8827-c0f6-4003-b5dc-fa13e3242bfd,PSH_IND_001,Peshawar,industrial,34.0151,71.5249,73.8181,169.4155,99.7658,7.9981,58.7375,22.7828,2026-08-02 10:37:11
cec4c0fd-06a2-49eb-8e19-b31490c78bf7,PSH_TRF_002,Peshawar,traffic,34.008,71.578,150.2026,201.9828,137.6119,6.2386,58.7711,10.5114,2026-08-02 19:40:12
51cadcf1-20f5-4369-bd98-d6d7a38fc0c5,MLT_RES_001,Multan,residential,30.1575,71.5249,26.8693,96.2953,50.4859,2.5324,20.7877,26.4956,2026-08-03 06:15:15
662191ab-1754-4079-a32d-657e78f2e247,MLT_IND_002,Multan,industrial,30.196,71.4753,155.1642,164.8343,88.8524,7.6104,69.7579,66.182,2026-08-02 19:04:19
