reading_id,sensor_id,city,zone_type,lat,lon,pm25,pm10,no2,co,o3,so2,reading_timestamp
c42c27f3-f115-46ee-804a-24d67e2301da,KHI_IND_001,Karachi,industrial,24.8607,67.0011,120.1781,210.6503,118.8044,6.6039,49.0908,94.452,2026-07-31 16:23:23
77ec741e-253b-4634-862c-7afae17cbee6,KHI_TRF_002,Karachi,traffic,24.8722,67.0306,84.9614,131.0428,132.4317,7.7901,58.228,40.4111,2026-07-31 15:13:06
dd56029a-a909-407e-8dfa-2667475bab47,LHR_IND_001,Lahore,industrial,31.5204,74.3587,57.738,254.9287,114.3939,4.0284,31.1896,55.6631,2026-07-31 23:45:48
6488345d-c947-423d-9fce-ff743dd69561,LHR_TRF_002,Lahore,traffic,31.5497,74.3436,90.4789,178.5654,89.7182,7.5434,24.077,42.7862,2026-07-31 18:53:21
e914c984-adcb-4e16-9db1-8937ae4f4e0c,ISB_RES_001,Islamabad,residential,33.6844,73.0479,65.2717,80.0698,19.2814,1.5366,40.9303,19.5094,2026-07-31 18:02:26
9a7ad20a-c79b-483c-aa19-f4f3cb5341f2,ISB_PRK_002,Islamabad,park,33.7294,73.0931,10.672,24.4205,24.8428,0.2826,35.877,9.3147,2026-08-01 03:40:11
1059e29f-61ab-43cb-93bf-aff274668db2,PSH_IND_001,Peshawar,industrial,34.0151,71.5249,113.4922,114.615,44.3814,4.3965,51.2661,78.2243,2026-07-31 19:01:16
61c4d593-8512-4a00-9f93-0a9d64d892af,PSH_TRF_002,Peshawar,traffic,34.008,71.578,72.8747,102.6473,58.7191,8.849,28.7158,42.6675,2026-08-01 01:49:12
32a5967d-5751-4696-af20-17e2bd70a9e1,MLT_RES_001,Multan,residential,30.1575,71.5249,34.6086,115.9078,24.63,1.8902,44.4242,23.254,2026-08-01 00:10:48
8e2f6d79-b397-4c74-b177-8c218d58061f,MLT_IND_002,Multan,industrial,30.196,71.4753,135.9678,99.4614,46.2738,3.7091,24.6467,32.0886,2026-07-31 19:54:33
13ddd134-8212-4af8-b2d9-01f9e4f5a6dc,KHI_IND_001,Karachi,industrial,24.8607,67.0011,105.2707,78.7647,79.8161,2.2412,50.4669,58.7304,2026-07-31 21:01:09
bb653e35-eeda-4f80-9a14-1de66a840f65,KHI_TRF_002,Karachi,traffic,24.8722,67.0306,74.8844,120.5927,133.6707,2.9603,19.4024,21.5476,2026-08-01 04:33:26
2ac652b3-c8a5-4706-b403-bffa7f1223a6,LHR_IND_001,Lahore,industrial,31.5204,74.3587,173.4193,264.8432,41.434,3.7504,65.4028,98.0842,2026-07-31 17:31:00
