reading_id,sensor_id,city,zone_type,lat,lon,pm25,pm10,no2,co,o3,so2,reading_timestamp
2452ad69-556d-46b4-9488-efde5f523e93,KHI_IND_001,Karachi,industrial,24.8607,67.0011,120.1781,210.6503,118.8044,6.6039,49.0908,94.452,2026-07-31 15:05:01
45bd778b-a5da-4b8d-be47-12c46838a091,KHI_TRF_002,Karachi,traffic,24.8722,67.0306,84.9614,131.0428,132.4317,7.7901,58.228,40.4111,2026-07-31 13:54:44
31f71635-cd8e-4ff6-a935-d593b9ed7624,LHR_IND_001,Lahore,industrial,31.5204,74.3587,57.738,254.9287,114.3939,4.0284,31.1896,55.6631,2026-07-31 22:27:26
e4dc622a-b2df-465a-a1b4-6abef3cee271,LHR_TRF_002,Lahore,traffic,31.5497,74.3436,90.4789,178.5654,89.7182,7.5434,24.077,42.7862,2026-07-31 17:34:59
b38c9572-295a-4c7b-9fac-d8a28bca6060,ISB_RES_001,Islamabad,residential,33.6844,73.0479,65.2717,80.0698,19.2814,1.5366,40.9303,19.5094,2026-07-31 16:44:04
e126f90f-a615-48a5-ba6a-9a40b885aa60,ISB_PRK_002,Islamabad,park,33.7294,73.0931,10.672,24.4205,24.8428,0.2826,35.877,9.3147,2026-08-01 02:21:49
d1d8c60c-d6b8-4cbb-b3fc-2436b124bced,PSH_IND_001,Peshawar,industrial,34.0151,71.5249,113.4922,114.615,44.3814,4.3965,51.2661,78.2243,2026-07-31 17:42:54
5c1139bd-4e69-47dd-81a2-14fa4a412960,PSH_TRF_002,Peshawar,traffic,34.008,71.578,72.8747,102.6473,58.7191,8.849,28.7158,42.6675,2026-08-01 00:30:50
1782bc59-30cb-49e3-bf75-6fdca045fafc,MLT_RES_001,Multan,residential,30.1575,71.5249,34.6086,115.9078,24.63,1.8902,44.4242,23.254,2026-07-31 22:52:26
91651b52-dcf8-4208-afb5-b5d4feddf7e3,MLT_IND_002,Multan,industrial,30.196,71.4753,135.9678,99.4614,46.2738,3.7091,24.6467,32.0886,2026-07-31 18:36:11
33a60d96-3cf6-4980-8cd6-1842ad850bfb,KHI_IND_001,Karachi,industrial,24.8607,67.0011,105.2707,78.7647,79.8161,2.2412,50.4669,58.7304,2026-07-31 19:42:47
4b3505e5-8f2f-43cc-9cc7-37a4a20a20f8,KHI_TRF_002,Karachi,traffic,24.8722,67.0306,74.8844,120.5927,133.6707,2.9603,19.4024,21.5476,2026-08-01 03:15:04
50e8c0b1-46ef-4a08-abd1-8112a9bd3119,LHR_IND_001,Lahore,industrial,31.5204,74.3587,173.4193,264.8432,41.434,3.7504,65.4028,98.0842,2026-07-31 16:12:38
0299b87d-781a-4b48-9443-5d5c49790aac,LHR_TRF_002,Lahore,traffic,31.5497,74.3436,65.9248,81.1559,87.5347,9.8545,54.7589,32.7626,2026-07-31 21:17:50
9557fd0a-d517-4144-a5dd-987cf43baf7e,ISB_RES_001,Islamabad,residential,33.6844,73.0479,63.0019,41.4585,25.1693,1.1934,42.8563,10.1746,2026-07-31 15:07:49
2ad9fb73-93c1-4ba7-a5bf-012b55c3bf24,ISB_PRK_002,Islamabad,park,33.7294,73.0931,15.182,48.997,17.3754,0.2335,27.4473,3.5751,2026-07-31 12:40:08
adc4123c-666a-4699-af4f-f8143ffd9694,PSH_IND_001,Peshawar,industrial,34.0151,71.5249,131.1448,268.6725,99.2705,2.3607,43.1362,60.6765,2026-07-31 16:59:46
0816ba0e-7905-4a63-bc8c-a9781f4312f9,PSH_TRF_002,Peshawar,traffic,34.008,71.578,69.0208,64.25,107.2492,3.1584,63.9684,46.641,2026-07-31 10:43:25
a03b6c44-76ad-40d8-992b-5746766b54b4,MLT_RES_001,Multan,residential,30.1575,71.5249,68.1444,38.3712,45.3966,1.7299,49.6523,14.6429,2026-07-31 22:26:29
667d552a-d886-48dc-a955-b2a2ff344c73,MLT_IND_002,Multan,industrial,30.196,71.4753,166.9111,125.8652,108.8364,2.0564,56.6167,81.731,2026-07-31 18:00:44
d892c0e2-7a36-4d1b-ab2e-b4858625a311,KHI_IND_001,Karachi,industrial,24.8607,67.0011,192.2355,141.684,48.6528,1.8817,23.75,75.0358,2026-08-01 06:12:20
433f0247-3a45-4181-a3bc-d2b818f13f54,KHI_TRF_002,Karachi,traffic,24.8722,67.0306,95.4983,181.9936,77.7388,4.3094,32.4448,25.2703,2026-08-01 02:01:36
95561409-2ec5-4821-a64e-d88d7cf06c53,LHR_IND_001,Lahore,industrial,31.5204,74.3587,177.3181,258.7387,109.9282,7.6817,66.9438,81.8938,2026-08-01 07:13:06
cdf94e7e-e468-4aa8-9b0f-38610e762a2c,LHR_TRF_002,Lahore,traffic,31.5497,74.3436,103.6692,123.3141,115.6428,2.8443,36.6758,25.7673,2026-07-31 20:47:34
b3191c70-2138-4c2c-a5c0-fffc7792bbc7,ISB_RES_001,Islamabad,residential,33.6844,73.0479,40.5163,60.4057,61.1065,1.3499,44.9069,24.7375,2026-08-01 01:47:55
b4ccf891-b0a7-48be-9f6f-bda9294339f3,ISB_PRK_002,Islamabad,park,33.7294,73.0931,19.5672,25.0513,26.6113,1.0362,58.3424,14.1198,2026-07-31 18:28:06
d3030a24-8ad4-43c7-89aa-71385eef2969,PSH_IND_001,Peshawar,industrial,34.0151,71.5249,182.9881,243.3646,115.8718,5.1565,55.1118,67.1805,2026-07-31 10:38:43
f9bcc2a6-80f1-4c26-9b6d-9a1be351b9cd,PSH_TRF_002,Peshawar,traffic,34.008,71.578,97.8406,185.7851,106.7095,2.724,19.2959,25.9809,2026-07-31 22:28:29
358b50fe-47cf-4e75-9c6f-bb9def7ab76c,MLT_RES_001,Multan,residential,30.1575,71.5249,40.4842,99.9611,31.1571,0.9112,44.934,15.6632,2026-07-31 17:32:56
f35131f6-8572-4bef-9b97-fb82ec6851bb,MLT_IND_002,Multan,industrial,30.196,71.4753,192.3472,185.5673,124.0255,7.8956,70.3034,32.1404,2026-07-31 20:23:12
03158d36-817c-4df2-a516-32b43d7a720b,KHI_IND_001,Karachi,industrial,24.8607,67.0011,55.2401,245.2171,73.639,3.5533,62.1535,100.0339,2026-07-31 17:11:32
7afcc4b7-7734-4f38-b720-40fc1ccae09f,KHI_TRF_002,Karachi,traffic,24.8722,67.0306,136.6936,193.2551,119.3837,9.4195,25.6052,42.7557,2026-08-01 02:50:41
62a4b51f-a437-4c2e-9a6e-53d443991f22,LHR_IND_001,Lahore,industrial,31.5204,74.3587,146.4673,84.5622,82.7388,2.6946,24.312,95.1555,2026-07-31 11:48:11
6d2e68b2-ff45-413e-9f13-a73e73906050,LHR_TRF_002,Lahore,traffic,31.5497,74.3436,131.7209,77.1093,125.0924,8.5472,45.9239,21.6673,2026-07-31 16:54:13
a67e35ba-2b17-4bbf-9279-5b5869b7ddc9,ISB_RES_001,Islamabad,residential,33.6844,73.0479,57.8061,87.4964,49.7711,0.9046,16.4138,16.8163,2026-07-31 10:08:01
7f7cd319-552d-485d-af61-28c47aff90ba,ISB_PRK_002,Islamabad,park,33.7294,73.0931,27.6641,56.5844,20.4883,1.1022,27.2421,7.9599,2026-07-31 18:23:05
221d7c62-6ce2-42d2-8d95-e7d4adc99f17,PSH_IND_001,Peshawar,industrial,34.0151,71.5249,70.6758,140.8179,88.7641,4.0027,29.6313,44.3229,2026-08-01 06:47:50
3863dc67-f460-4863-b5b5-88d628a02101,PSH_TRF_002,Peshawar,traffic,34.008,71.578,97.2507,142.5806,118.4912,7.443,53.1172,27.2654,2026-07-31 23:37:01
05084aa4-50dd-4cb8-ab9c-2a6e9086f0f9,MLT_RES_001,Multan,residential,30.1575,71.5249,54.4022,112.964,37.3426,2.5535,44.9428,26.5272,2026-08-01 01:00:10
94ed16e3-3881-4b1e-b37b-92cc907696fc,MLT_IND_002,Multan,industrial,30.196,71.4753,98.5743,135.4074,37.0761,7.5495,28.1657,25.1902,2026-08-01 02:55:26
4be7d9ca-c21a-4daf-b7d0-e436abb562d3,KHI_IND_001,Karachi,industrial,24.8607,67.0011,203.6537,151.8627,94.9989,5.6414,33.1043,31.9608,2026-07-31 10:39:22
87a2bc72-64e0-4210-9630-e5c698d9730e,KHI_TRF_002,Karachi,traffic,24.8722,67.0306,141.5865,189.3228,68.663,5.5146,49.6224,28.2526,2026-07-31 13:35:14
a4c0710e-72c4-416d-b00d-3b782f7e7f5e,LHR_IND_001,Lahore,industrial,31.5204,74.3587,190.2737,135.4102,83.762,4.5213,33.1898,70.3708,2026-08-01 05:18:58
1abb49ed-5792-4a9f-b7fa-703c259ca40e,LHR_TRF_002,Lahore,traffic,31.5497,74.3436,125.1795,115.2597,85.4598,5.9474,53.1084,44.6346,2026-07-31 17:34:25
cebf3016-a1c2-4d6d-9737-e3524c98190a,ISB_RES_001,Islamabad,residential,33.6844,73.0479,38.6385,66.9707,41.7267,1.3969,10.6341,16.3575,2026-07-31 13:15:07
6ca9aa1c-f751-42d9-adc3-8922ce6de2cf,ISB_PRK_002,Islamabad,park,33.7294,73.0931,10.3533,47.0792,31.519,0.8104,57.3141,14.3084,2026-07-31 19:17:42
10fe0cf2-bce8-4e7c-8a08-5dece0adef98,PSH_IND_001,Peshawar,industrial,34.0151,71.5249,73.8181,169.4155,99.7658,7.9981,58.7375,22.7828,2026-07-31 12:51:19
d41f675e-657a-4adc-b15c-d5e48465857f,PSH_TRF_002,Peshawar,traffic,34.008,71.578,150.2026,201.9828,137.6119,6.2386,58.7711,10.5114,2026-07-31 21:54:20
07ece0ea-d7c1-4b46-b5c0-e3bf5eeb9d8d,MLT_RES_001,Multan,residential,30.1575,71.5249,26.8693,96.2953,50.4859,2.5324,20.7877,26.4956,2026-08-01 08:29:23
3f3b9646-5f0f-45f5-951a-b833bfab4a46,MLT_IND_002,Multan,industrial,30.196,71.4753,155.1642,164.8343,88.8524,7.6104,69.7579,66.182,2026-07-31 21:18:27
6f412e97-1bf9-4ca1-be2a-0f1fc7e656ac,KHI_IND_001,Karachi,industrial,24.8607,67.0011,172.797,101.2459,100.8166,8.0605,44.1607,60.2794,2026-08-01 03:03:46
